0.000000000000000000e+00 1.004333333333333300e+01 9.769999999999999574e+00 5.201985984721562151e-01 5.265111241912928675e-01
1.000000000000000000e+00 1.855833333333333357e+01 1.805000000000000071e+01 6.805557043238457116e-01 6.863417390965264042e-01
2.000000000000000000e+00 1.460666666666666735e+01 1.486000000000000121e+01 7.924602730056924393e-01 7.911524615831223572e-01
3.000000000000000000e+00 2.600166666666666870e+01 2.612999999999999901e+01 6.526501050745581178e-01 6.546234462276897537e-01
4.000000000000000000e+00 2.441666666666666785e+01 2.457999999999999829e+01 6.030408995418685691e-01 6.073338635998477564e-01
5.000000000000000000e+00 2.664000000000000412e+01 2.647999999999999687e+01 3.252532321213375544e-01 3.246410320303113051e-01
6.000000000000000000e+00 3.812166666666666259e+01 3.807000000000000028e+01 2.283251819863678367e-01 2.264039366740333570e-01
7.000000000000000000e+00 4.511500000000000199e+01 4.517000000000000171e+01 1.948653449476066557e-01 1.942786435475923335e-01
8.000000000000000000e+00 4.968666666666666742e+01 4.955999999999999517e+01 1.842842276703945958e-01 1.837643719962839817e-01
9.000000000000000000e+00 5.181499999999999773e+01 5.201999999999999602e+01 1.796738353177862457e-01 1.790405297213738256e-01
1.000000000000000000e+01 5.352833333333333599e+01 5.394999999999999574e+01 1.758328236129469146e-01 1.754066105281535115e-01
1.100000000000000000e+01 5.497666666666665947e+01 5.540000000000000568e+01 1.723695244633977330e-01 1.721417592854763146e-01
1.200000000000000000e+01 5.611666666666666714e+01 5.643999999999999773e+01 1.695686394774405525e-01 1.696096253379870133e-01
1.300000000000000000e+01 5.705833333333333002e+01 5.738999999999999346e+01 1.672016809322250108e-01 1.672371518783063449e-01
1.400000000000000000e+01 5.728999999999999915e+01 5.762000000000000455e+01 1.657182585841919242e-01 1.656875893920897180e-01
1.500000000000000000e+01 5.684333333333333371e+01 5.695000000000000284e+01 1.671039230523176100e-01 1.666084477568987032e-01
1.600000000000000000e+01 5.147500000000000142e+01 5.214999999999999858e+01 1.850917613185377453e-01 1.845504004893036842e-01
1.700000000000000000e+01 4.285499999999999687e+01 4.328000000000000114e+01 2.178988620904024343e-01 2.174179974537508719e-01
1.800000000000000000e+01 4.564666666666666828e+01 4.564999999999999858e+01 2.534104047669519799e-01 2.541501629199020562e-01
1.900000000000000000e+01 5.102333333333333343e+01 5.052999999999999403e+01 2.109549858257895871e-01 2.109069043230703266e-01
2.000000000000000000e+01 4.979999999999999716e+01 5.070000000000000284e+01 1.912289787378887718e-01 1.885243385683834649e-01
2.100000000000000000e+01 5.292000000000000171e+01 5.232999999999999829e+01 1.973081575904451768e-01 1.981759970315298547e-01
2.200000000000000000e+01 4.926333333333332831e+01 4.938000000000000256e+01 2.034049770909900079e-01 2.021057729231160449e-01
